name,description,model,posted_at,image_url,price,status,mileage,location,country
سوزوكي,"2007, سوزوكي, جراند فيتارا, DLX",2007.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/55/13/55138ff2d804fa21800d81ca6b809c9b3b8cffe0739e14d7c8cff9bb1037522e.jpg.webp,"500,000 ريال",مستعمل,200000.0,"الجراف الشرقي, صنعاء",Yemen
تويوتا,"2008, تويوتا, فوكسي, Voxy S-Z",2008.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/92/97/9297d07150ac139b24ae4a8540c5d14fc04284a1cb53326513335742f597c318.jpg.webp,"1,300,000 ريال",مستعمل,200000.0,"الحثيلي, صنعاء",Yemen
,2009,2009.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/d7/13/d713c36328b5ca024001813721d9f3c8dcb00095232aa6d1b5a99962841bbb7b.jpg.webp,"5,500 ريال",مستعمل,,"قاع القيضي, صنعاء",Yemen
,2026,2026.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/4a/93/4a93803a88021150db332d381b546d9f237bfb772c7d7904d09b9783ca4e6e0d.png.webp,"800,000 ريال",مستعمل,,"شيخ عثمان, عدن",Yemen
تويوتا,"2009, تويوتا, راف فور, Limited",2009.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/28/69/2869064231e3e77788e571e78fecbb271a84b41ba711af1ee3dbf3262c82b761.jpg.webp,"1,251,625 ريال",مستعمل,84999.5,"السبعين, صنعاء",Yemen
تويوتا,"2014, تويوتا, راف فور, Adventure",2014.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/ca/40/ca40f87cc81340d3a5e94c2cfe10642ec75406e3cc60049e1ed910ac0bb2e0ff.jpg.webp,,مستعمل,104999.5,"بيت بوس, صنعاء",Yemen
شيفروليه,"2013, شيفروليه, سبارك, Base",2013.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/bd/af/bdaf67fa31568e691f153eb4eabab70106b169d84c48d6c2a5ae757f0c62df1a.jpg.webp,"700,910 ريال",جديد,0.0,"سعوان, صنعاء",Yemen
تويوتا,"2010, تويوتا, لاند كروزر, VXR",2010.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/5f/24/5f24234a41b502bf741c1f30ca3981b73b8311fb5382ecdf3e2cfeb99a747e4b.jpg.webp,"3,254,225 ريال",مستعمل,200000.0,"السبعين, صنعاء",Yemen
,2010,2010.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/a7/0d/a70d06c8d9c4eb498dcd16a9daf21e1e8cabeb7965fc180f61abc0011abc068c.jpg.webp,"3,000,000 ريال",,,"حزيز, صنعاء",Yemen
,2025,2025.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/48/78/4878d4c31e1baaa7e0dbed96cc7d0e02bda12c2cd76eb366099ae2180f58a7d7.jpg.webp,"175,228 ريال",مستعمل,,"شيخ عثمان, عدن",Yemen
تويوتا,"2008, تويوتا, هايلاندر, XLE",2008.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/86/7e/867ef494ae38a1d888441ffa366a0aaeeeac4fd1900d97bdf166a59861034acb.jpg.webp,"2,252,925 ريال",مستعمل,104999.5,"السبعين, صنعاء",Yemen
تويوتا,"2020, تويوتا, راف فور, XLE",2020.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/22/a7/22a7bc70bf1351b6cc7b764df6919be9f30f37c378c953afebfb8cf8b6649a92.jpg.webp,"4,005,200 ريال",مستعمل,24999.5,"أخرى, صنعاء",Yemen
تويوتا,"2012, تويوتا, كورولا, SE",2012.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/ca/7c/ca7c148faceccdbc3179a765c5b5d0304f2ba5e19cbe81cb575c653fa72dfa0b.jpg.webp,"2,002,600 ريال",مستعمل,134999.5,"السبعين, صنعاء",Yemen
,2005,2005.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/e9/15/e915638e6e5934c6e108086ddfd4d7ebcd0b36f7ea01e169be84a8141c76eab1.jpg.webp,"600,000 ريال",,,"الجمارك, ذمار",Yemen
تويوتا,"2008, تويوتا, هايلاندر, GXR",2008.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/0f/be/0fbe263079717be0a38e529fa29aabd99308d0cf7da6387ded3e0ce8023d0070.jpg.webp,"1,927,503 ريال",مستعمل,200000.0,"دار سلم, صنعاء",Yemen
تويوتا,"2010, تويوتا, كامري, XLE",2010.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/eb/c3/ebc3cedf86574e4fa09b92189b9abd02970c301643fc81dbecb2b0590cddc9e5.jpg.webp,"1,201,560 ريال",مستعمل,184999.5,"الجراف الغربي, صنعاء",Yemen
تويوتا,"2017, تويوتا, راف فور, Limited",2017.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/59/10/59107b8fa4aac546e8d29d986cf3a581c6e7544610db22c53b1e4938e8d5e52c.jpg.webp,"4,305,590 ريال",مستعمل,44999.5,"السبعين, صنعاء",Yemen
تويوتا,"2017, تويوتا, راف فور, SE",2017.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/64/13/64134b2f9b643ea74fad994cc8e33b0eca03c8c8d794309385fe4aca599fb9a7.jpg.webp,"3,880,038 ريال",مستعمل,74999.5,"السبعين, صنعاء",Yemen
تويوتا,"2005, تويوتا, برادو, VX",2005.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/b2/19/b21910675bf1b8bb5c158de73097823a9b8c088e518c83948c23051c3dc8b776.jpg.webp,"3,129,063 ريال",مستعمل,200000.0,"أخرى, إب",Yemen
تويوتا,"2011, تويوتا, برادو, TX",2011.0,19-04-2026,https://opensooq-images.os-cdn.com/previews/640x480/9e/99/9e99b02d77fb31926915682e0903340dffd322b5f882200b5533232a07cd5123.jpg.webp,"8,000,000 ريال",مستعمل,154999.5,"أخرى, إب",Yemen
